accuracy,loss,val_accuracy,val_loss
0.0011718750465661287,6.693931579589844,0.0015625000232830644,6.490563869476318
0.006640625186264515,6.345442771911621,0.0015625000232830644,6.4210944175720215
0.01679687574505806,6.05100154876709,0.004687500186264515,6.310365200042725
0.03281249850988388,5.733095169067383,0.02812499925494194,6.12118673324585
0.03671874850988388,5.460901260375977,0.07500000298023224,5.821825981140137
0.0625,5.150190830230713,0.13437500596046448,5.4384050369262695
0.09257812798023224,4.8507561683654785,0.1640625,5.012649059295654
0.10234375298023224,4.567312240600586,0.2906250059604645,4.357803821563721
0.13203124701976776,4.289573669433594,0.3984375,3.7794556617736816
0.1484375,4.023349285125732,0.4437499940395355,3.407142162322998
0.20156249403953552,3.6854629516601562,0.46406251192092896,3.0198373794555664
0.20468750596046448,3.497901201248169,0.5093749761581421,2.733919382095337
0.24101562798023224,3.193418025970459,0.6421874761581421,2.3843696117401123
0.27226561307907104,3.005283832550049,0.7359374761581421,2.0695347785949707
0.294921875,2.870577335357666,0.7562500238418579,1.8829466104507446
0.3199218809604645,2.6871469020843506,0.776562511920929,1.7491639852523804
0.35664063692092896,2.5121076107025146,0.7828124761581421,1.5835555791854858
0.3746093809604645,2.4109721183776855,0.8296874761581421,1.4671189785003662
0.4105468690395355,2.2523562908172607,0.848437488079071,1.3304322957992554
0.4203124940395355,2.1844677925109863,0.840624988079071,1.2734097242355347
0.4710937440395355,2.0174734592437744,0.840624988079071,1.1536998748779297
0.4937500059604645,1.9010177850723267,0.8671875,1.0940513610839844
0.500781238079071,1.8294880390167236,0.870312511920929,1.0138909816741943
0.525390625,1.756055235862732,0.864062488079071,0.9811041951179504
0.530078113079071,1.6930649280548096,0.8890625238418579,0.9069685935974121
0.548828125,1.6135060787200928,0.8687499761581421,0.8834363222122192
0.576171875,1.518824815750122,0.895312488079071,0.7898920178413391
0.600781261920929,1.4512407779693604,0.8968750238418579,0.7487509846687317
0.5980468988418579,1.3981506824493408,0.8968750238418579,0.7096081376075745
0.612109363079071,1.3683788776397705,0.910937488079071,0.6680383086204529
0.6167968511581421,1.3256616592407227,0.917187511920929,0.6294678449630737
0.6441406011581421,1.2814838886260986,0.918749988079071,0.5984197854995728
0.6519531011581421,1.228435754776001,0.917187511920929,0.5746293067932129
0.6578124761581421,1.16556715965271,0.9140625,0.5531579852104187
0.682421863079071,1.1149357557296753,0.9125000238418579,0.550073504447937
0.6773437261581421,1.088426113128662,0.925000011920929,0.5010847449302673
0.710156261920929,1.0042002201080322,0.921875,0.5179219245910645
0.69921875,1.0192246437072754,0.925000011920929,0.47782936692237854
0.7124999761581421,0.9618483781814575,0.918749988079071,0.47488242387771606
0.7300781011581421,0.9277245402336121,0.921875,0.44381484389305115
0.7203124761581421,0.9275153279304504,0.932812511920929,0.4282796382904053
0.736328125,0.8894945383071899,0.9312499761581421,0.4097403883934021
0.7554687261581421,0.829933762550354,0.932812511920929,0.39519304037094116
0.741015613079071,0.8470385670661926,0.934374988079071,0.37839192152023315
0.772265613079071,0.7798346281051636,0.934374988079071,0.3853444457054138
0.7718750238418579,0.7854037880897522,0.948437511920929,0.3503340184688568
0.7933593988418579,0.7138906121253967,0.9437500238418579,0.33930760622024536
0.8070312738418579,0.6980006694793701,0.940625011920929,0.3263043761253357
0.8003906011581421,0.698516309261322,0.942187488079071,0.3152488172054291
0.8046875,0.6605146527290344,0.942187488079071,0.3137999475002289
0.795703113079071,0.6506967544555664,0.948437511920929,0.30018889904022217
0.829296886920929,0.5945048928260803,0.9375,0.3035183548927307
0.815234363079071,0.6168182492256165,0.9453125,0.2874061167240143
0.8179687261581421,0.5911534428596497,0.9453125,0.27675551176071167
0.84375,0.548253059387207,0.956250011920929,0.26882895827293396
0.8402343988418579,0.5412842631340027,0.9515625238418579,0.2705274820327759
0.840624988079071,0.5545470714569092,0.948437511920929,0.2585611939430237
0.856249988079071,0.5063961744308472,0.953125,0.24597406387329102
0.8500000238418579,0.49403882026672363,0.957812488079071,0.24193748831748962
0.845703125,0.4962318539619446,0.9515625238418579,0.240741565823555
0.857421875,0.47950083017349243,0.9546874761581421,0.23495276272296906
0.8695312738418579,0.4458519518375397,0.9468749761581421,0.24073438346385956
0.8515625,0.4607166647911072,0.953125,0.23428979516029358
0.864062488079071,0.4586126208305359,0.956250011920929,0.21955172717571259
0.8746093511581421,0.42636972665786743,0.956250011920929,0.21940600872039795
0.880078136920929,0.40794235467910767,0.9609375,0.21234281361103058
0.889453113079071,0.388003408908844,0.9515625238418579,0.21053823828697205
0.893750011920929,0.37605512142181396,0.957812488079071,0.20530667901039124
0.8921874761581421,0.37575167417526245,0.9593750238418579,0.20071002840995789
0.9007812738418579,0.359495609998703,0.9609375,0.19859227538108826
0.896484375,0.36622992157936096,0.957812488079071,0.1947290450334549
0.8949218988418579,0.36231356859207153,0.957812488079071,0.1959301084280014
0.9039062261581421,0.3345896601676941,0.956250011920929,0.19991452991962433
0.911328136920929,0.3213804364204407,0.9624999761581421,0.18202653527259827
0.908984363079071,0.3203330636024475,0.956250011920929,0.1854165494441986
0.914843738079071,0.31407082080841064,0.956250011920929,0.18293651938438416
0.9183593988418579,0.2978695034980774,0.9593750238418579,0.17509856820106506
0.9078124761581421,0.3070271611213684,0.9593750238418579,0.1761060655117035
0.9175781011581421,0.30556124448776245,0.964062511920929,0.17400208115577698
0.9164062738418579,0.28911077976226807,0.965624988079071,0.17243055999279022
0.9253906011581421,0.2650024890899658,0.956250011920929,0.1786075383424759
0.923828125,0.2675492763519287,0.964062511920929,0.16836315393447876
0.92578125,0.2567739188671112,0.9671875238418579,0.1636122763156891
0.930468738079071,0.2522267699241638,0.965624988079071,0.1644831895828247
0.9371093511581421,0.24006302654743195,0.9609375,0.16560421884059906
0.932421863079071,0.2370760440826416,0.965624988079071,0.16700401902198792
0.9371093511581421,0.23848378658294678,0.96875,0.16129155457019806
0.928515613079071,0.24268491566181183,0.965624988079071,0.15553973615169525
0.932421863079071,0.23495502769947052,0.9624999761581421,0.15871813893318176
0.936328113079071,0.20946104824543,0.9671875238418579,0.15428321063518524
0.9378906488418579,0.22038164734840393,0.964062511920929,0.1578824818134308
0.935546875,0.21348361670970917,0.965624988079071,0.1544305980205536
0.9398437738418579,0.2077086716890335,0.965624988079071,0.14835497736930847
0.9453125,0.20321953296661377,0.965624988079071,0.1502889096736908
0.939453125,0.20452865958213806,0.9671875238418579,0.14856074750423431
0.9429687261581421,0.2050188034772873,0.9671875238418579,0.14537039399147034
0.938281238079071,0.1948646605014801,0.9671875238418579,0.14175811409950256
0.94921875,0.18259987235069275,0.96875,0.14400240778923035
0.946484386920929,0.176283597946167,0.973437488079071,0.13958165049552917
0.944531261920929,0.18535323441028595,0.9750000238418579,0.1388489454984665
